カテゴリー,レシピ名,URL,料理アイコン,調理時間,材料1,材料2,材料3,材料4,材料5,材料6,材料7,材料8,材料9,材料10,材料11,材料12,材料13,材料14,材料15,材料16,材料17,材料18,材料19,材料20,材料21,材料22,材料23,材料24,材料25
ごはんもの,トマトクリームのグラタンシチューパイ,https://www.kurashiru.com/recipes/bf9eaa88-9836-4029-819f-494f2148fbdd,https://video.kurashiru.com/production/videos/bf9eaa88-9836-4029-819f-494f2148fbdd/compressed_thumbnail_square_normal.jpg?1590393665,40,冷凍パイシート,鶏もも肉,じゃがいも,にんじん,玉ねぎ,ブロッコリー,白ワイン,塩こしょう,薄力粉,水,牛乳,カットトマト缶,粉チーズ,コンソメ顆粒,有塩バター,ピザ用チーズ,卵黄
ごはんもの,じゃがいもバジルソースで鮭のとろとろグラタン,https://www.kurashiru.com/recipes/bdba7074-542c-483a-8abb-fd3343173992,https://video.kurashiru.com/production/videos/bdba7074-542c-483a-8abb-fd3343173992/compressed_thumbnail_square_normal.jpg?1582189312,30,塩鮭,じゃがいも,玉ねぎ,スパゲティ,お湯,塩,牛乳,バジル,コンソメ顆粒,塩,黒こしょう,有塩バター,ピザ用チーズ,パセリ
ごはんもの,刺身で簡単サーモンのお茶漬け,https://www.kurashiru.com/recipes/291c5fb1-8261-4f09-9604-457f31efcd3e,https://video.kurashiru.com/production/videos/291c5fb1-8261-4f09-9604-457f31efcd3e/compressed_thumbnail_square_normal.jpg?1574389715,15,ごはん,サーモン,しいたけ,水,顆粒和風だし,しょうゆ,塩,のり,水菜
ごはんもの,定番チキンカレー,https://www.kurashiru.com/recipes/1f04d541-aa2a-4b15-8885-6a2b0fa53c89,https://video.kurashiru.com/production/videos/1f04d541-aa2a-4b15-8885-6a2b0fa53c89/compressed_thumbnail_square_normal.jpg?1526268396,60,ごはん,鶏もも肉,玉ねぎ,にんじん,しめじ,水,コンソメ顆粒,ローリエ,カレールー,トマトピューレ,中濃ソース,有塩バター
ごはんもの,煮込まずお手軽枝豆キーマカレー,https://www.kurashiru.com/recipes/375f52fe-c96d-46ff-beb2-bf2244b7f879,https://video.kurashiru.com/production/videos/375f52fe-c96d-46ff-beb2-bf2244b7f879/compressed_thumbnail_square_normal.jpg?1565233314,20,ごはん,豚ひき肉,枝豆,玉ねぎ,黄パプリカ,酒,ケチャップ,カレールー,水,サラダ油,ピザ用チーズ,パセリ
親子丼,鶏もも肉と長ねぎの親子丼,https://www.kurashiru.com/recipes/50cff30c-150b-4955-88df-96c94bdc7771,https://video.kurashiru.com/production/videos/50cff30c-150b-4955-88df-96c94bdc7771/compressed_thumbnail_square_normal.jpg?1518500962,20,ごはん,鶏もも肉,長ねぎ,水,めんつゆ,昆布茶,溶き卵,のり,小ねぎ
親子丼,エスニック風トムヤム親子丼,https://www.kurashiru.com/recipes/4217e55b-8a66-4bf7-aef5-e49f8707ff5c,https://video.kurashiru.com/production/videos/4217e55b-8a66-4bf7-aef5-e49f8707ff5c/compressed_thumbnail_square_normal.jpg?1561177834,20,ごはん,鶏むね肉,エビ,玉ねぎ,溶き卵,水,トムヤムペースト,サラダ油
親子丼,仙台名物風車麩丼,https://www.kurashiru.com/recipes/13fa5262-2062-40be-9655-5e10f9391406,https://video.kurashiru.com/production/videos/13fa5262-2062-40be-9655-5e10f9391406/compressed_thumbnail_square_normal.jpg?1559285556,15,ごはん,車麩,玉ねぎ,溶き卵,水,めんつゆ,砂糖,小ねぎ,紅生姜
親子丼,コチュジャンでピリ辛親子丼,https://www.kurashiru.com/recipes/36f9c120-f63d-402d-a8b1-8ada2e2d2cf4,https://video.kurashiru.com/production/videos/36f9c120-f63d-402d-a8b1-8ada2e2d2cf4/compressed_thumbnail_square_normal.jpg?1558946209,20,ごはん,鶏もも肉,玉ねぎ,溶き卵,水,料理酒,砂糖,しょうゆ,コチュジャン,鷹の爪輪切り,小ねぎ
親子丼,サーモンとイクラのクリームチーズ親子丼,https://www.kurashiru.com/recipes/e5cf98d6-7802-47f9-953f-676d90345e28,https://video.kurashiru.com/production/videos/e5cf98d6-7802-47f9-953f-676d90345e28/compressed_thumbnail_square_normal.jpg?1558427937,20,ごはん,サーモン,イクラ,クリームチーズ,しょうゆ,小ねぎ
